Id,Attrition
1,0.04752540975621965
2,0.06031742893396202
3,0.24772735425887477
4,0.1918516285056298
5,0.019282368453621156
6,0.06845253073535448
7,0.3332213869009797
8,0.3403417302759099
9,0.3435650963183888
10,0.04594316417489974
11,0.1346047648450064
12,0.18527300445897207
13,0.035378362975961176
14,0.04577138136343194
15,0.037149221805448836
16,0.10125416092827783
17,0.7431999178974542
18,0.24358270745912172
19,0.06732551708800749
20,0.021567493736856708
21,0.03576751173764087
22,0.8257190287970146
23,0.08433387370024835
24,0.08291326933500179
25,0.12513186440790053
26,0.0584685534829874
27,0.016448428895342003
28,0.019771601283434595
29,0.7347992760263367
30,0.2233539263908138
31,0.022144729636504965
32,0.07562929126279166
33,0.25153013409589864
34,0.2714435164635268
35,0.05639137319998438
36,0.17281710810580017
37,0.2034535108593525
38,0.272261058058008
39,0.29738735864893656
40,0.3361558679428552
41,0.9527179160819472
42,0.4346732552203621
43,0.08253990168671668
44,0.0855297291628051
45,0.03766621843229734
46,0.08510343330757957
47,0.19817241131866162
48,0.04145914412303456
49,0.10467450434964998
50,0.32042754761626036
51,0.21030687562941167
52,0.11176490471535538
53,0.6480129296858418
54,0.676661224344568
55,0.5104102593963742
56,0.2186276716295062
57,0.05953077591670117
58,0.7706374687278524
59,0.016015284381937535
60,0.19472692194012017
61,0.05987425826631741
62,0.12028508009968553
63,0.34049319833754366
64,0.1038057644926513
65,0.11346838926129986
66,0.2344101414662515
67,0.06585246863075231
68,0.1399143851446462
69,0.20424547071595944
70,0.14813357609946814
71,0.2742708207721103
72,0.06495179631433151
73,0.20790460869390018
74,0.22374204203133014
75,0.2532638383217773
76,0.7320416706586698
77,0.09669773849728829
78,0.2921286978188726
79,0.21699548467927007
80,0.6604401022023998
81,0.07571952407534513
82,0.1915407482030776
83,0.07056482017908088
84,0.029534146729014
85,0.36885917567977783
86,0.10614370233425315
87,0.39926285420629526
88,0.46021312973378015
89,0.08419227206972277
90,0.20858385371813826
91,0.42190476482252
92,0.21897039492905143
93,0.3229130737341366
94,0.16623279940177796
95,0.7509178604546961
96,0.4739867177972344
97,0.13052405337506826
98,0.16679195821837545
99,0.07297888629075489
100,0.06437460838281658
101,0.19934293493256705
102,0.045709010908627376
103,0.14452915214450227
104,0.13186156096382592
105,0.1849655273650439
106,0.2580524223986991
107,0.08157187726113022
108,0.21877929400207408
109,0.04923207182314245
110,0.13726434411630542
111,0.18427533744715904
112,0.25297211533537656
113,0.3642017029537754
114,0.058255993897616765
115,0.20140988291737028
116,0.07717410728074178
117,0.04224357919043171
118,0.15664496191430483
119,0.2079359926922642
120,0.12202107612430474
121,0.8065733099917421
122,0.24421873725658558
123,0.25496444780929217
124,0.2864935736267117
125,0.4864215895694692
126,0.08822613479400288
127,0.04101581288377538
128,0.6897585523999875
129,0.7392630293324318
130,0.10829459588065696
